County,FIPS,Population,Total,TotalVotersPerCapita,Week Ending,Democrats,Republicans,Libertarians,Green,NoLabels,Constitution,JusticeForAll,WeThePeople,Unaffiliated,White,Black,AmericanIndian,NativeHawaiian,Asian,Multiracial,Undesignated,Other,Hispanic,Male,Female,UnDisclosedGender
CHATHAM,037,81624,61928,0.7586984220327355,08/03/2024,21074,14648,318,20,81,0,0,0,25787,45409,5937,125,3,1123,257,6924,2150,2466,25514,29635,6779
CHEROKEE,039,29959,23930,0.7987583030141193,08/03/2024,3269,12363,150,3,19,0,0,0,8126,22296,254,119,1,97,33,868,262,265,11291,12148,491
CHOWAN,041,13891,10464,0.753293499388093,08/03/2024,3572,3221,45,2,16,0,0,0,3608,6835,2843,14,6,16,25,607,118,94,4535,5529,400
CLAY,043,11864,10065,0.8483648010788941,08/03/2024,1375,4913,57,0,2,0,0,0,3718,9457,44,16,0,17,11,441,79,91,4604,5048,413
CLEVELAND,045,101378,68856,0.6792006155181598,08/03/2024,19464,26681,420,17,122,0,0,0,22152,47706,13431,90,4,333,227,5823,1242,1155,29198,33910,5748
COLUMBUS,047,50121,37113,0.7404680672771892,08/03/2024,13456,11112,115,5,35,0,0,0,12390,22278,10391,963,4,68,88,2687,634,604,15860,18694,2559
CRAVEN,049,102391,77535,0.7572442890488422,08/03/2024,19853,28693,590,26,148,0,0,0,28225,53935,14367,187,8,1243,280,5017,2498,2301,33199,39352,4984
CUMBERLAND,051,337890,217631,0.6440883127645092,08/03/2024,86948,49898,1841,102,672,0,0,0,78170,87685,86454,2383,77,3541,2053,21485,13953,14377,87620,108742,21269
CURRITUCK,053,31593,24633,0.7796980343747033,08/03/2024,3310,10376,217,6,68,0,0,0,10656,21304,1215,46,3,110,76,1386,493,275,11306,11954,1373
DARE,055,38110,33716,0.8847021779060614,08/03/2024,7428,11641,248,14,53,0,0,0,14332,30495,565,37,1,127,62,1795,634,383,15209,16719,1788
DAVIDSON,057,174804,118152,0.6759113063774285,08/03/2024,21163,56696,699,24,260,0,0,0,39310,93460,10998,247,5,921,264,9066,3191,3543,51158,57992,9002
DAVIE,059,44599,32872,0.737056884683513,08/03/2024,4614,16657,158,11,69,0,0,0,11363,27622,1944,44,0,145,81,2321,715,922,14569,16211,2092
DUPLIN,061,49520,31966,0.6455169628432956,08/03/2024,10521,10092,133,9,46,0,0,0,11165,18494,8153,72,3,71,143,3339,1691,2492,13508,15728,2730
DURHAM,063,336892,239944,0.7122282511902924,08/03/2024,124815,23529,1195,102,405,0,0,0,89898,115203,73610,591,41,8873,2671,28353,10602,12396,94209,119484,26251
EDGECOMBE,065,48832,35137,0.7195486566186108,08/03/2024,20187,6705,106,6,73,0,0,0,8060,12064,19224,56,2,47,111,2989,644,674,13972,18228,2937
FORSYTH,067,392921,266700,0.6787623975302923,08/03/2024,96712,71189,1650,108,534,0,0,0,96507,160289,65495,512,29,3495,1501,24084,11295,14188,109420,134368,22912
FRANKLIN,069,77001,53248,0.6915234867079648,08/03/2024,16768,16649,381,13,95,0,0,0,19342,33621,12183,145,3,330,192,4859,1915,2089,22264,25484,5500
GASTON,071,237242,158746,0.6691310982035221,08/03/2024,40354,61211,1182,54,534,0,0,0,55411,109847,28282,325,9,1391,646,12471,5775,6498,67790,79614,11342
GATES,073,10343,8396,0.8117567436913855,08/03/2024,3394,2194,38,2,13,0,0,0,2755,5223,2455,19,0,11,42,558,88,57,3633,4149,614
GRAHAM,075,8052,6179,0.7673869846000994,08/03/2024,1047,3146,35,1,1,0,0,0,1949,5604,9,267,1,18,5,231,44,40,2906,3063,210
GRANVILLE,077,62192,40717,0.6546983534859789,08/03/2024,15669,11119,225,10,97,0,0,0,13597,23090,11460,77,3,182,191,4394,1320,1254,16522,19079,5116
GREENE,079,20530,11002,0.5358986848514369,08/03/2024,4687,2565,30,1,30,0,0,0,3689,5992,3728,12,0,18,22,732,498,539,4726,5641,635
GUILFORD,081,549866,384622,0.6994831468030392,08/03/2024,154868,89147,2200,142,678,0,0,0,137587,195120,127506,970,34,10068,2691,32707,15526,14946,161037,199900,23685
HALIFAX,083,47298,35972,0.760539557698,08/03/2024,20161,4903,106,5,60,0,0,0,10737,13769,18421,1040,5,177,131,2005,424,321,15364,18647,1961
HARNETT,085,141477,88710,0.6270277147522212,08/03/2024,24037,31832,813,41,316,0,0,0,31671,54794,17978,485,17,707,519,9151,5059,5828,36974,43258,8478
HAYWOOD,087,62969,46738,0.7422382442154076,08/03/2024,11715,16520,315,20,63,0,0,0,18105,43110,477,118,0,157,95,2184,597,671,21095,23943,1700
HENDERSON,089,119230,90821,0.7617294305124549,08/03/2024,17166,32438,610,42,158,0,0,0,40407,78737,2427,147,12,553,388,5914,2643,3125,39019,46217,5585
HERTFORD,091,19453,13855,0.7122294761733409,08/03/2024,8705,1610,40,3,16,0,0,0,3481,4479,8301,95,2,42,57,731,148,102,5734,7442,679
HOKE,093,54446,34607,0.6356206149212064,08/03/2024,13764,7651,307,22,68,0,0,0,12795,13507,12878,1993,15,358,248,3107,2501,2566,14876,17690,2041
HYDE,095,4607,3173,0.6887345344041675,08/03/2024,1341,696,15,0,2,0,0,0,1119,2380,564,0,0,1,9,171,48,69,1415,1597,161
IREDELL,097,199710,141784,0.7099494266686696,08/03/2024,27301,58404,881,35,261,0,0,0,54902,109914,15341,226,9,1597,434,9627,4636,5243,62637,69219,9928
JACKSON,099,44574,29641,0.6649840714317764,08/03/2024,8117,8490,247,20,27,0,0,0,12740,24276,596,1526,6,237,167,2160,673,769,12934,14462,2245
JOHNSTON,101,241955,159143,0.6577380091339299,08/03/2024,39994,58689,1204,52,571,0,0,0,58633,106432,26661,437,19,1016,639,16424,7515,9560,68742,79114,11287
JONES,103,9401,7202,0.7660887139665993,08/03/2024,2425,2367,32,0,12,0,0,0,2366,4436,2016,12,2,21,25,587,103,114,3089,3526,587
LEE,105,67059,40169,0.5990098271671215,08/03/2024,12294,12243,303,16,80,0,0,0,15233,25699,7404,141,5,276,271,3742,2631,3639,16839,20130,3200
LENOIR,107,54895,38871,0.7080972766189999,08/03/2024,16226,10666,152,15,185,0,0,0,11627,19020,14948,65,7,105,122,3701,903,950,15658,19556,3657
LINCOLN,109,95675,68935,0.7205121505095375,08/03/2024,11670,32740,414,14,120,0,0,0,23977,57968,3728,88,2,343,151,4896,1759,2241,30544,33270,5121
MACON,113,38412,28884,0.7519525148391127,08/03/2024,4892,12625,196,5,15,0,0,0,11151,26464,203,66,0,120,60,1406,565,613,13354,15033,497
MADISON,115,22071,17277,0.7827918988718228,08/03/2024,4843,4921,114,11,31,0,0,0,7357,15460,127,27,0,53,44,1352,214,194,7563,8150,1564
MARTIN,117,21447,16176,0.7542313610295146,08/03/2024,7501,3542,57,3,13,0,0,0,5060,8579,6257,27,0,23,51,1023,216,210,6712,8448,1016
MCDOWELL,111,44893,30459,0.6784799411935045,08/03/2024,5370,13449,185,11,49,0,0,0,11395,27555,833,35,1,143,129,1162,601,662,13845,15234,1380
MECKLENBURG,119,1163701,807526,0.6939291106564315,08/03/2024,324530,157998,5891,367,2130,0,0,0,316610,410653,244592,2092,64,23647,5036,76788,44654,47656,337110,404644,65772
MITCHELL,121,14999,11318,0.7545836389092606,08/03/2024,1032,6521,49,4,12,0,0,0,3700,10161,42,12,1,17,14,973,98,146,5007,5502,809
MONTGOMERY,123,26085,17269,0.6620279854322407,08/03/2024,4953,6392,86,3,25,0,0,0,5810,12015,2951,47,1,190,44,1348,673,860,7568,8510,1191
MOORE,125,106898,76426,0.7149432168983517,08/03/2024,14864,31505,612,17,111,0,0,0,29317,61434,7446,367,6,662,235,3986,2290,1926,33529,39351,3546
NASH,127,96551,69562,0.7204689749458836,08/03/2024,27417,19557,303,11,161,0,0,0,22113,34220,26356,358,4,349,280,5976,2019,1993,28697,34992,5873
NEW HANOVER,129,238852,183915,0.7699956458392645,08/03/2024,50406,54435,1458,77,371,0,0,0,77168,141030,19205,408,15,1532,825,16193,4707,4421,76158,89747,18010
NORTHAMPTON,131,16715,12913,0.7725396350583308,08/03/2024,7639,1602,37,3,24,0,0,0,3608,5066,7017,33,0,9,20,677,91,74,5559,6608,746
ONSLOW,133,213676,131662,0.6161758924727156,08/03/2024,23651,49307,1800,47,336,0,0,0,56521,88741,19805,497,42,1851,871,12477,7378,8469,56070,64368,11224
ORANGE,135,150626,109853,0.7293096809315789,08/03/2024,50123,13384,541,43,119,0,0,0,45643,76069,11636,239,3,5263,1021,11256,4366,4517,45210,53501,11142
PAMLICO,137,12423,10354,0.8334540771150286,08/03/2024,2723,4214,59,5,11,0,0,0,3342,8065,1418,29,0,41,16,665,120,125,4619,5126,609
PASQUOTANK,139,41444,31012,0.748286844899141,08/03/2024,10892,7891,222,10,88,0,0,0,11909,17255,10012,44,2,160,168,2651,720,466,13048,15330,2634
PENDER,141,68521,50420,0.7358328103792998,08/03/2024,10609,20328,425,16,90,0,0,0,18952,38766,5779,127,4,223,147,4025,1349,1437,21972,24261,4187
PERQUIMANS,143,13377,10527,0.7869477461314196,08/03/2024,2852,3688,64,2,26,0,0,0,3895,7716,1950,20,2,23,24,677,115,70,4567,5250,710
PERSON,145,39737,28003,0.7047084581120869,08/03/2024,9304,8387,125,8,30,0,0,0,10149,18176,6935,116,2,58,100,2030,586,595,12053,14037,1913
PITT,147,175119,123732,0.7065595395131311,08/03/2024,47774,31075,769,49,288,0,0,0,43777,65528,40792,253,9,1085,685,10761,4619,3703,49785,62389,11558
POLK,149,20060,16909,0.8429212362911266,08/03/2024,3544,6394,113,6,27,0,0,0,6825,14981,579,10,2,54,37,959,287,320,7505,8847,557
RANDOLPH,151,147458,96704,0.6558070772694597,08/03/2024,14676,50202,601,16,164,0,0,0,31045,78488,6169,314,7,724,227,6912,3863,4374,42739,47723,6242
RICHMOND,153,42324,28751,0.6793072488422645,08/03/2024,11612,7693,129,9,69,0,0,0,9239,16830,8879,409,1,154,58,1578,842,647,12515,14789,1447
ROBESON,155,117365,73934,0.6299493034550334,08/03/2024,33904,14166,239,12,187,0,0,0,25426,20365,19156,25342,33,307,468,5236,3027,2354,31517,39177,3240
ROCKINGHAM,157,92518,62443,0.6749281220951598,08/03/2024,17091,24852,332,18,103,0,0,0,20047,43687,11169,100,0,218,172,5799,1298,1387,27657,32429,2357
ROWAN,159,151661,98449,0.6491385392421255,08/03/2024,22182,42113,635,25,309,0,0,0,33185,71397,15484,181,6,530,338,7485,3028,3445,42447,48452,7550
RUTHERFORD,161,65507,47036,0.718030134184133,08/03/2024,9559,20450,264,8,93,0,0,0,16662,38276,4020,56,0,143,117,3484,940,980,20344,23410,3282
SAMPSON,163,59601,38626,0.6480763745574739,08/03/2024,12457,15647,185,7,122,0,0,0,10208,22312,10043,527,0,99,125,3082,2438,3111,16756,19761,2109
SCOTLAND,165,34376,22055,0.6415813358156853,08/03/2024,9567,4744,80,12,59,0,0,0,7593,9654,8075,1744,17,165,105,2016,279,245,8880,11287,1888
STANLY,167,65699,45238,0.6885645139195422,08/03/2024,8255,21618,213,21,146,0,0,0,14985,34874,4714,81,6,447,63,4189,864,818,19095,21700,4443
STOKES,169,45532,32887,0.7222832293771414,08/03/2024,5022,17337,215,11,37,0,0,0,10265,28294,1209,53,1,72,77,2745,436,493,15645,17160,82
SURRY,171,71462,48198,0.6744563544261286,08/03/2024,8923,22691,236,17,53,0,0,0,16278,40883,1697,53,2,132,96,3773,1562,2248,21239,23816,3143
SWAIN,173,13916,9876,0.7096866915780397,08/03/2024,2706,3142,69,7,11,0,0,0,3941,7525,95,1562,1,35,32,494,132,88,4503,4959,414
TRANSYLVANIA,175,33549,26500,0.7898894154818326,08/03/2024,5574,8536,150,2,22,0,0,0,12216,23610,728,48,1,92,74,1609,338,275,11602,13305,1593
TYRRELL,177,3461,2286,0.6605027448714245,08/03/2024,980,459,8,0,1,0,0,0,838,1402,631,3,0,20,5,180,45,42,1008,1089,189
UNION,179,256452,180761,0.704853149907195,08/03/2024,39769,71435,1185,57,333,0,0,0,67982,125026,20055,532,11,4345,795,21489,8508,9429,76906,85318,18537
VANCE,181,42301,28459,0.6727736932933027,08/03/2024,15842,5130,105,6,52,0,0,0,7324,11377,14035,60,1,96,101,2015,774,816,11678,14907,1874
WAKE,183,1190275,838958,0.7048438386087249,08/03/2024,287317,177673,6166,339,1946,0,0,0,365517,510636,149920,2163,65,35440,5460,91074,44200,38276,352969,405144,80845
WARREN,185,18836,13325,0.7074219579528562,08/03/2024,7696,2349,38,1,19,0,0,0,3222,5545,6222,527,2,25,45,779,180,137,5702,6833,790
WASHINGTON,187,10713,7964,0.7433958741715673,08/03/2024,4464,1435,22,0,5,0,0,0,2038,3628,3719,9,0,17,15,487,89,64,3341,4152,471
WATAUGA,189,54748,43790,0.7998465697377073,08/03/2024,10960,12374,381,51,17,0,0,0,20007,38315,826,60,8,366,428,2987,800,1231,18996,21863,2931
WAYNE,191,118686,75429,0.6355340983772306,08/03/2024,26457,25791,451,19,314,0,0,0,22397,41659,23435,134,4,534,355,5524,3784,3394,31629,37938,5862
WILKES,193,66013,44583,0.6753669731719509,08/03/2024,6582,24429,210,6,63,0,0,0,13293,38948,1611,45,0,135,116,2860,868,1044,19725,21778,3080
WILSON,195,78970,55625,0.7043814106622768,08/03/2024,24513,14091,252,11,143,0,0,0,16615,27188,21922,119,0,286,164,3815,2131,2051,23183,29193,3249
YADKIN,197,37774,25197,0.6670461163763435,08/03/2024,2865,14337,133,6,27,0,0,0,7829,21858,735,23,1,65,39,1657,819,1061,11244,12339,1614
YANCEY,199,18938,14448,0.7629105502164959,08/03/2024,3645,5459,86,5,21,0,0,0,5232,13177,75,27,1,31,24,961,152,167,6518,7070,860
ALAMANCE,001,179165,115374,0.6439538972455557,08/10/2024,36942,37072,693,32,126,0,0,0,40509,74522,23928,266,12,1124,670,9827,5025,6524,48092,58176,9106
ALEXANDER,003,36473,25371,0.6956104515669125,08/10/2024,4039,12288,118,2,30,0,0,0,8894,22208,960,36,1,153,37,1574,402,535,11455,12274,1642
ALLEGHANY,005,11342,8096,0.7138070886968788,08/10/2024,1700,3430,40,0,11,0,0,0,2915,7180,76,8,0,6,17,660,149,252,3613,3874,609
ANSON,007,21897,16389,0.7484586929716399,08/10/2024,8497,3194,58,2,27,0,0,0,4611,6874,6504,35,1,102,22,2639,212,158,6193,7467,2729
ASHE,009,27063,20443,0.7553855817906366,08/10/2024,3649,9348,106,2,19,0,0,0,7319,18809,120,24,2,55,17,1178,238,348,9204,10142,1097
AVERY,011,17561,13063,0.7438642446329936,08/10/2024,1286,7473,64,3,17,0,0,0,4220,11851,64,18,0,24,19,953,134,128,5851,6382,830
BEAUFORT,013,44481,34495,0.7754996515366112,08/10/2024,10113,13045,129,3,35,0,0,0,11170,24140,7151,41,2,62,68,2275,756,725,14765,17320,2410
BERTIE,015,16922,12665,0.7484339912539889,08/10/2024,7540,1750,37,1,8,0,0,0,3329,4605,7081,19,1,31,18,832,78,57,5252,6577,836
BLADEN,017,29484,23085,0.782967032967033,08/10/2024,8986,5620,91,4,34,0,0,0,8350,12691,7533,403,4,25,98,1799,532,634,9900,11648,1537
BRUNSWICK,019,159964,135986,0.8501037733490036,08/10/2024,27494,55125,704,25,166,0,0,0,52472,113374,9140,396,10,548,248,9837,2433,2281,57894,66938,11154
BUNCOMBE,021,275901,212238,0.769254189002577,08/10/2024,72616,45183,1656,145,381,0,0,0,92257,176201,10430,360,43,1601,1007,16693,5903,5681,90640,105870,15728
BURKE,023,88338,59599,0.6746700174330412,08/10/2024,12249,23979,366,13,66,0,0,0,22926,49662,3103,89,1,972,133,4178,1461,1496,26077,29063,4459
CABARRUS,025,240016,157978,0.6581977868142124,08/10/2024,43984,51713,1223,87,418,0,0,0,60553,98393,32370,409,11,3758,741,14916,7380,7804,66223,77561,14194
CALDWELL,027,80574,54477,0.6761114006999777,08/10/2024,9136,26853,356,9,75,0,0,0,18048,46259,2563,72,0,199,136,4257,991,1210,24057,26689,3731
CAMDEN,029,11137,8628,0.774714914249798,08/10/2024,1372,3284,71,1,20,0,0,0,3880,7046,937,11,1,35,18,420,160,70,3940,4217,471
CARTERET,031,69615,57490,0.8258277670042375,08/10/2024,9212,26366,363,12,67,0,0,0,21470,49771,2240,105,8,314,135,4119,798,783,24969,28164,4357
CASWELL,033,22807,15412,0.6757574428903407,08/10/2024,5858,4398,63,1,13,0,0,0,5079,9573,4552,24,1,30,47,944,241,261,6758,7677,977
CATAWBA,035,164645,114206,0.6936499741868869,08/10/2024,20034,49122,665,30,294,0,0,0,44061,88269,8902,146,5,2637,335,9129,4783,5188,49642,55274,9290
CHATHAM,037,81624,62029,0.7599358031951386,08/10/2024,21106,14650,319,20,81,0,0,0,25853,45467,5943,125,3,1125,257,6954,2155,2485,25554,29660,6815
CHEROKEE,039,29959,23944,0.7992256083313862,08/10/2024,3268,12373,150,3,20,0,0,0,8130,22313,253,119,1,97,33,867,261,264,11295,12157,492
CHOWAN,041,13891,10462,0.7531495212727666,08/10/2024,3571,3220,45,2,16,0,0,0,3608,6833,2840,14,6,16,25,608,120,95,4537,5524,401
CLAY,043,11864,10079,0.8495448415374242,08/10/2024,1369,4919,56,0,2,0,0,0,3733,9473,44,16,0,16,11,440,79,91,4611,5055,413
CLEVELAND,045,101378,68896,0.6795951784410819,08/10/2024,19451,26704,421,17,128,0,0,0,22175,47691,13432,90,4,335,231,5867,1246,1160,29207,33904,5785
COLUMBUS,047,50121,37091,0.740029129506594,08/10/2024,13423,11125,115,6,34,0,0,0,12388,22269,10380,963,4,68,88,2682,637,606,15849,18686,2556
CRAVEN,049,102391,77672,0.7585822972722212,08/10/2024,19869,28724,590,26,149,0,0,0,28314,53999,14385,188,8,1248,280,5062,2502,2307,33234,39406,5032
CUMBERLAND,051,337890,217628,0.6440794341353695,08/10/2024,86928,49916,1840,103,678,0,0,0,78163,87673,86463,2380,77,3547,2049,21470,13969,14378,87625,108742,21261
CURRITUCK,053,31593,24651,0.7802677808375273,08/10/2024,3309,10379,216,6,68,0,0,0,10673,21325,1216,46,3,111,76,1383,491,274,11311,11965,1375
DARE,055,38110,33732,0.8851220152191026,08/10/2024,7419,11650,249,14,55,0,0,0,14345,30512,562,38,1,127,62,1796,634,384,15217,16724,1791
DAVIDSON,057,174804,118228,0.676346079037093,08/10/2024,21170,56713,699,24,263,0,0,0,39359,93491,11012,247,5,922,262,9080,3209,3557,51182,58022,9024
DAVIE,059,44599,32906,0.7378192336151035,08/10/2024,4621,16672,158,11,74,0,0,0,11370,27649,1946,44,0,145,82,2321,719,924,14584,16221,2101
DUPLIN,061,49520,31974,0.6456785137318255,08/10/2024,10516,10097,133,9,46,0,0,0,11173,18503,8151,71,3,71,143,3340,1692,2493,13508,15734,2732
DURHAM,063,336892,240395,0.7135669591441768,08/10/2024,124896,23553,1195,107,421,0,0,0,90223,115335,73630,588,41,8898,2670,28573,10660,12470,94305,119618,26472
EDGECOMBE,065,48832,35413,0.7252006880733946,08/10/2024,20165,6706,105,6,78,0,0,0,8353,12074,19218,56,2,47,111,3264,641,673,13989,18224,3200
FORSYTH,067,392921,266580,0.6784569926270166,08/10/2024,96623,71140,1646,110,537,0,0,0,96524,160135,65479,510,29,3494,1500,24136,11297,14209,109353,134284,22943
FRANKLIN,069,77001,53279,0.6919260788820925,08/10/2024,16784,16677,380,13,98,0,0,0,19327,33635,12188,145,3,334,192,4857,1925,2097,22275,25502,5502
GASTON,071,237242,158880,0.66969592230718,08/10/2024,40366,61274,1183,54,548,0,0,0,55455,109933,28315,325,9,1400,646,12465,5787,6509,67843,79693,11344
GATES,073,10343,8395,0.8116600599439234,08/10/2024,3393,2194,38,2,13,0,0,0,2755,5223,2454,19,0,11,42,558,88,57,3633,4148,614
GRAHAM,075,8052,6179,0.7673869846000994,08/10/2024,1046,3151,35,1,2,0,0,0,1944,5602,9,268,1,18,5,232,44,40,2909,3060,210
GRANVILLE,077,62192,40728,0.6548752251093388,08/10/2024,15663,11120,224,10,98,0,0,0,13613,23081,11458,77,3,182,191,4417,1319,1252,16519,19071,5138
GREENE,079,20530,11068,0.5391134924500731,08/10/2024,4685,2572,30,1,29,0,0,0,3751,6003,3724,11,0,18,22,790,500,541,4738,5644,686
GUILFORD,081,549866,384807,0.6998195924097871,08/10/2024,154914,89197,2198,141,696,0,0,0,137661,195218,127565,972,34,10074,2684,32687,15573,14962,161126,199975,23706
HALIFAX,083,47298,36021,0.7615755423062286,08/10/2024,20175,4909,106,6,60,0,0,0,10765,13796,18433,1040,5,177,131,2014,425,322,15377,18671,1973
HARNETT,085,141477,88768,0.6274376753818642,08/10/2024,24046,31841,812,42,323,0,0,0,31704,54827,17984,484,17,711,518,9158,5069,5837,36994,43285,8489
HAYWOOD,087,62969,46774,0.7428099541044005,08/10/2024,11725,16523,317,20,64,0,0,0,18125,43141,481,118,0,159,95,2183,597,673,21111,23962,1701
HENDERSON,089,119230,90916,0.7625262098465151,08/10/2024,17195,32473,613,42,161,0,0,0,40432,78823,2430,146,12,554,387,5908,2656,3132,39073,46252,5591
HERTFORD,091,19453,13880,0.7135146249935742,08/10/2024,8698,1622,40,3,18,0,0,0,3499,4493,8306,95,2,42,59,735,148,103,5746,7453,681
HOKE,093,54446,34585,0.6352165448334129,08/10/2024,13757,7648,307,22,68,0,0,0,12783,13498,12871,1992,15,357,248,3104,2500,2565,14868,17677,2040
HYDE,095,4607,3170,0.6880833514217495,08/10/2024,1339,696,15,0,2,0,0,0,1118,2378,563,0,0,1,9,171,48,69,1413,1596,161
IREDELL,097,199710,141953,0.7107956536978619,08/10/2024,27329,58475,885,36,272,0,0,0,54956,110026,15359,226,9,1601,431,9643,4658,5261,62699,69291,9963
JACKSON,099,44574,29673,0.6657019787319962,08/10/2024,8115,8511,244,20,29,0,0,0,12754,24296,595,1532,6,237,168,2163,676,767,12946,14476,2251
JOHNSTON,101,241955,159317,0.6584571511231427,08/10/2024,40027,58720,1200,54,577,0,0,0,58739,106477,26704,438,19,1021,638,16476,7544,9597,68788,79177,11352
JONES,103,9401,7198,0.7656632273162429,08/10/2024,2424,2365,32,0,12,0,0,0,2365,4433,2016,12,2,21,25,587,102,114,3088,3523,587
LEE,105,67059,40240,0.6000685963107114,08/10/2024,12292,12255,303,15,84,0,0,0,15291,25721,7405,142,5,279,271,3774,2643,3655,16854,20153,3233
LENOIR,107,54895,38901,0.70864377447855,08/10/2024,16216,10676,154,16,192,0,0,0,11647,19034,14953,66,7,105,126,3706,904,952,15677,19561,3663
LINCOLN,109,95675,69044,0.721651424091978,08/10/2024,11693,32795,413,13,124,0,0,0,24006,58049,3732,88,2,342,151,4903,1777,2254,30583,33325,5136
MACON,113,38412,28919,0.7528636884306987,08/10/2024,4893,12641,195,5,15,0,0,0,11170,26488,204,67,0,121,61,1408,570,619,13367,15052,500
MADISON,115,22071,17283,0.7830637488106565,08/10/2024,4842,4926,112,11,31,0,0,0,7361,15465,127,27,0,53,44,1352,215,194,7565,8153,1565
MARTIN,117,21447,16239,0.7571688348020702,08/10/2024,7502,3548,58,3,13,0,0,0,5115,8583,6263,27,0,23,52,1074,217,210,6716,8456,1067
MCDOWELL,111,44893,30504,0.679482324638585,08/10/2024,5373,13462,185,11,50,0,0,0,11423,27593,835,35,1,143,130,1162,605,666,13864,15259,1381
MECKLENBURG,119,1163701,808954,0.695156229993787,08/10/2024,324886,158222,5888,375,2197,0,0,0,317386,411312,244909,2091,64,23725,5026,76996,44831,47785,337688,405229,66037
MITCHELL,121,14999,11325,0.7550503366891126,08/10/2024,1034,6521,51,4,14,0,0,0,3701,10166,42,12,1,17,14,975,98,146,5009,5504,812
MONTGOMERY,123,26085,17292,0.6629097182288671,08/10/2024,4953,6401,86,3,25,0,0,0,5824,12028,2955,47,1,190,43,1353,675,864,7578,8516,1198
MOORE,125,106898,76445,0.7151209564257517,08/10/2024,14866,31529,611,17,113,0,0,0,29309,61443,7448,366,6,665,235,3989,2293,1931,33531,39360,3554
NASH,127,96551,69678,0.7216704125280939,08/10/2024,27405,19556,300,11,166,0,0,0,22240,34208,26371,358,4,351,281,6090,2015,1988,28690,35002,5986
NEW HANOVER,129,238852,184021,0.7704394352988462,08/10/2024,50445,54470,1460,79,379,0,0,0,77188,141145,19216,408,15,1535,825,16156,4721,4431,76219,89816,17986
NORTHAMPTON,131,16715,12913,0.7725396350583308,08/10/2024,7642,1602,37,3,24,0,0,0,3605,5067,7016,33,0,9,20,676,92,74,5561,6608,744
ONSLOW,133,213676,131803,0.6168357700443662,08/10/2024,23672,49384,1805,46,338,0,0,0,56558,88856,19818,498,42,1855,870,12461,7403,8485,56134,64447,11222
ORANGE,135,150626,109940,0.7298872704579554,08/10/2024,50161,13395,539,44,124,0,0,0,45677,76150,11631,239,3,5274,1021,11235,4387,4531,45242,53557,11141
PAMLICO,137,12423,10361,0.834017548096273,08/10/2024,2724,4209,59,5,11,0,0,0,3353,8065,1420,29,0,41,16,670,120,125,4621,5125,615
